x1,x2,class_label
0.688693,-2.690408,i
1.799837,-1.176311,j
-0.723115,-2.589687,h
-0.659379,-2.818147,h
1.578904,-1.520944,j
0.992217,2.175931,c
-1.888817,1.082084,e
-0.017262,2.134561,c
2.715139,0.699617,a
-2.352629,2.2218,e
1.374136,2.859751,c
-1.43674,1.346991,e
2.04579,0.664151,a
-0.998844,-1.927462,h
0.995416,2.315663,c
-2.354919,2.002359,e
-2.201871,1.73719,e
1.409522,1.40611,b
-1.829121,0.443502,f
-0.373759,2.265281,d
2.258865,-0.859346,j
-0.742752,1.854673,d
-1.878162,-1.141668,g
1.952561,0.065129,a
2.500225,-2.044873,j
-1.453735,-1.402116,g
1.425281,-1.75828,i
-1.302703,2.061718,d
1.834604,-1.216008,j
2.012301,-1.728332,j
0.146241,2.791954,c
2.298901,-0.176633,a
0.843994,1.996537,c
0.666301,-2.565934,i
-1.915145,1.519919,e
-1.723986,-1.201373,g
-2.633618,0.755872,f
1.692199,1.695432,b
0.067374,1.751111,d
-2.519999,-0.692544,f
1.41872,-1.254553,j
-2.276577,0.538663,f
-2.893667,0.48232,f
2.475039,-0.763574,j
0.880039,1.92247,c
-0.985959,2.90413,d
1.357897,2.067416,c
1.787728,1.786373,b
-2.777478,0.347216,f
-0.833611,-2.708231,h
2.038641,-1.058041,j
1.167086,-2.358502,i
-2.288835,-0.343919,f
0.216119,-2.429521,i
-1.42787,-2.375279,h
2.281603,-0.346024,a
2.201937,1.10763,b
-2.007531,1.263887,e
-0.780162,2.672458,d
1.265309,-2.026027,j
2.179934,2.266343,b
-0.712939,2.759978,d
-1.563639,-1.954237,h
0.553946,2.59207,d
-1.663155,0.781934,f
1.442431,1.874212,c
-1.665962,-1.950927,g
-1.500952,2.540704,d
-0.413764,-2.263487,h
-1.604762,1.349663,e
1.288653,-2.734578,i
-0.674571,2.614012,d
-1.993915,1.882202,e
2.985468,-0.796877,j
2.482839,-1.179402,j
2.010891,-0.720409,j
1.55931,1.401108,b
-0.31686,-2.147809,h
-1.80409,-1.899389,g
-1.381769,-1.639404,g
0.63183,-2.45051,i
0.630627,-2.698103,i
1.290548,-1.206146,j
2.55265,-0.251386,j
0.91348,2.627441,c
2.064366,0.545637,a
2.083003,0.407481,b
0.969592,2.825842,c
-2.159712,1.548452,e
-1.896543,1.697667,e
1.225958,-2.217768,j
-1.004197,-2.764883,h
-1.942785,1.517345,e
0.635051,-1.976835,i
-1.496229,0.051155,f
-2.186862,0.233481,f
-0.495649,2.11592,d
0.978973,-2.062219,i
-2.203513,0.29207,f
-0.274995,2.42605,d
-2.376733,-1.403012,g
-1.03254,-2.762266,h
-2.239874,1.665504,e
0.889707,2.599088,c
-1.764356,0.551466,f
-1.615068,-0.021384,f
-1.504438,-0.085544,f
-2.409752,1.056083,e
2.185825,-0.199237,j
-1.488257,1.476082,e
-2.287929,-2.315539,g
-2.080747,0.094413,f
0.392722,1.563986,c
3.51526,0.027508,a
1.627269,2.019293,b
-1.13734,2.085841,d
2.460013,-0.272002,a
0.804733,2.218824,c
-0.848069,-2.314388,h
-2.208075,0.631231,f
0.709852,-2.065404,i
2.151183,-0.80588,j
2.60357,1.667712,b
2.056131,1.775545,b
-0.027296,2.499384,c
-1.52583,-0.097327,f
1.340207,2.335418,c
2.216959,1.421169,b
-2.701171,0.307126,f
2.326664,-0.08239,a
-1.614194,-1.675202,g
0.972188,-2.82294,i
2.141579,-2.175582,j
1.763294,-0.607441,j
-2.080868,0.461553,f
1.727468,1.045492,b
2.354379,-1.181983,j
1.06279,2.307893,c
1.122035,-2.288003,i
2.306039,-1.555292,j
-2.833981,0.975689,e
-0.494073,3.04066,d
0.960416,1.378344,c
-1.462467,1.434479,e
0.099215,2.69238,c
2.009603,1.130364,b
0.207354,-2.557528,i
-2.116058,-2.012309,g
-1.082882,2.617907,d
-2.046565,-1.274552,g
0.164746,-2.846439,i
0.701784,2.709701,c
2.382557,1.311881,b
2.452157,1.767748,b
2.440964,-0.587907,a
-0.681494,2.535427,d
2.3612,-0.074089,a
-0.290264,-1.959016,h
-0.478776,2.229616,d
1.750384,1.08641,b
2.048724,-1.84564,j
2.47239,0.60095,a
-2.535114,-0.483795,f
-1.188764,2.071761,d
2.001208,-2.109714,j
0.116304,-1.815494,h
2.157815,-1.013038,a
2.827922,0.690164,a
-0.735716,2.166766,d
-0.268682,1.827707,d
1.594628,-1.658702,j
-2.756049,0.085916,f
-2.521587,-1.919741,g
-2.517107,-1.542062,g
-2.547263,-1.271996,g
-1.307869,2.824367,d
1.940496,-0.633135,j
2.219637,-1.087335,j
-1.108578,-1.634363,g
-2.194296,-0.599681,f
-1.707359,-1.410247,g
1.970113,1.354019,b
0.412652,2.14917,c
2.134553,-2.158905,j
-1.863784,-1.351896,g
-2.638425,0.697623,f
0.131385,-2.342546,i
-1.653806,-2.429755,g
2.492123,0.404077,a
0.884521,1.954876,c
-0.647365,2.567447,d
-2.057239,-2.17,g
0.979557,1.52048,b
-0.317128,-1.886389,h
-1.779906,0.816252,e
-2.301668,-0.109115,f
-0.3527,-1.953731,h
0.529474,-2.205363,i
2.402482,0.363774,a
-1.333586,2.513987,d
-2.502654,-1.008882,g
2.725908,-1.83673,j
-1.723224,-0.693423,g
2.292295,-1.512423,j
1.002861,2.808413,c
-0.477584,-2.74129,h
-2.446151,-0.824378,f
0.239409,2.471661,d
2.344017,1.004436,b
0.639794,-2.840143,i
1.683126,-0.118129,a
-1.114499,-1.952854,h
-1.598949,-2.070955,h
-1.611214,-1.405934,g
2.01776,1.53837,b
1.280643,-2.349368,i
0.542067,-2.80159,i
-1.951887,1.568902,e
-0.711752,-1.629603,h
-1.395074,2.545503,d
-2.087161,-0.43086,f
-1.662469,-1.869613,g
0.935989,-2.482187,i
-1.165742,-2.497675,h
-2.282397,0.283944,f
-1.466899,2.10075,d
-0.553188,2.32921,d
-1.979713,-0.056636,f
1.697243,1.058711,b
-1.75489,1.240494,e
-1.729441,1.421896,e
1.494977,1.418685,b
2.397047,-1.881195,j
1.84123,0.90761,b
-1.899354,1.423231,e
-1.771771,0.089285,f
-0.266503,2.626605,d
0.465771,-2.372822,i
-1.690407,1.254587,e
-1.86624,-0.776838,g
-0.936021,-2.276772,h
2.133829,-1.014917,j
-1.922129,1.258551,e
-0.985758,-2.075314,h
1.822687,1.2353,b
1.928301,-1.447473,j
-2.240711,-1.062566,g
-2.430124,-0.44792,f
0.895477,2.009689,b
0.556126,1.808377,c
-1.048776,2.547422,d
-2.051169,-1.794266,g
1.650896,1.747748,b
0.902131,1.517093,c
-2.566459,-0.798891,f
0.623631,2.160024,c
-0.563565,2.683844,d
1.617901,-0.142875,a
-1.622924,-1.837844,g
-2.804868,0.379986,f
-1.269451,-1.716214,g
1.856806,-1.958794,j
0.363146,-2.278906,i
-2.205063,0.457837,e
-1.472006,2.696833,d
2.654335,-0.479501,a
3.348908,-0.068565,a
0.030716,-1.791154,i
1.551791,-1.242702,j
2.433703,-1.62079,j
1.832319,1.445814,b
1.69776,-1.266622,j
2.731661,0.027033,a
2.40722,1.262876,b
0.801082,2.05448,c
-2.091297,-1.505193,g
1.916071,1.708491,b
-1.975179,-1.644089,g
-1.661845,1.688656,e
-2.286111,-2.001515,g
1.019913,-0.633708,j
2.737528,-0.277096,a
-2.62423,0.651365,f
-1.553424,-2.658834,h
-0.955372,-2.752777,h
-1.426011,2.566365,d
-1.25694,-2.549383,h
1.65153,-1.626907,j
-2.697772,-1.010809,g
1.666371,-2.877939,i
0.698422,-2.322906,i
-0.876029,2.257694,d
-2.098958,-1.667805,g
1.953436,1.314091,b
-0.09701,-1.136124,h
0.066282,-2.156779,h
0.386191,2.427329,c
-1.320657,2.363669,d
-2.27284,1.27126,e
0.84185,2.183811,c
-0.655456,2.232307,d
1.511812,1.379391,b
0.830937,-2.288163,i
0.839011,2.481459,c
2.882022,0.030692,a
2.119449,0.337476,a
1.599151,2.706412,c
-0.41783,-2.662528,h
1.715838,-1.222046,j
-2.024612,1.613159,e
-2.824015,-1.483663,g
-0.794143,3.198899,d
1.43097,-1.257576,j
-2.771836,-0.018163,f
0.50138,-2.911132,i
0.348699,-3.29462,i
-0.578136,2.231202,d
1.69672,2.388703,c
-3.276298,0.284456,f
-0.638612,-1.778448,h
-3.01885,-0.329002,f
-1.125724,2.598844,d
-1.787782,1.691103,e
3.076613,-0.140978,a
1.523511,-1.324972,j
2.570501,-2.255299,j
-2.645042,-0.87661,f
-2.08771,1.075583,e
1.234503,-2.335394,i
-1.361676,1.667103,e
2.1454,1.246438,b
2.037837,-0.9119,j
1.95025,-1.257276,j
2.677531,-0.52654,a
-0.284637,-2.559138,h
0.824573,2.727648,c
-0.103897,-2.941004,h
-1.629871,1.475244,e
1.400691,-2.102173,i
-1.496977,-2.039753,h
0.559832,-2.096861,i
0.593764,-2.558056,i
-0.96737,2.342948,d
-2.442789,-1.242391,g
1.523339,-1.617237,i
-1.700508,1.634333,e
2.417373,-1.664495,j
-2.777611,1.819259,e
-0.464009,2.074959,d
0.284163,2.705537,c
0.617148,-2.529611,i
-0.884697,-2.271609,h
-1.051499,2.610512,d
0.832982,-2.4998,i
-1.940199,2.006485,e
2.644369,-0.093884,a
-2.900649,0.002738,f
1.70999,-0.344327,a
-0.555115,2.261628,d
-0.885835,2.51954,d
-1.645111,-0.290659,f
-2.102822,1.029968,e
-1.352309,2.244665,d
2.238258,-1.476349,j
-1.199611,-2.664948,h
0.478447,-2.565692,i
-3.528015,0.528536,f
1.424699,-1.347996,j
-2.506549,2.043134,e
2.788368,-1.154411,j
1.901114,-1.131703,j
2.954466,-0.606526,a
-1.318268,-0.868473,g
1.491974,-2.980411,i
2.075584,1.863012,b
1.363974,2.038883,b
-1.954041,-0.600033,f
-2.452887,0.126332,f
1.250072,1.848886,c
-2.474837,1.7299,e
2.732926,-0.182933,a
2.945603,1.533913,b
-0.843569,-2.438402,h
-0.587809,-2.437382,h
1.883194,1.643487,b
0.903945,-2.970297,i
-1.117677,-1.882804,h
1.137903,-2.04029,i
-1.150796,-2.978451,h
0.497654,-2.351479,i
0.657909,2.02513,c
-1.189919,2.713396,d
2.618071,-0.441719,a
2.958026,0.394175,a
-2.137745,-1.658291,g
0.877131,-2.319248,i
-0.557912,-2.322714,h
1.29594,2.035653,c
2.363755,-0.283872,a
-2.029109,0.059603,f
-2.049344,-0.436838,f
-2.585574,-0.175746,f
-2.455429,0.522882,f
0.817676,-2.346078,i
-0.635147,-2.467246,h
-0.3211,2.175707,d
1.010723,0.521926,b
-0.772949,-2.775439,h
0.277356,2.544058,c
-2.310942,0.792294,e
2.961372,-1.220786,j
1.420532,-2.549162,i
2.370592,-0.2647,a
-0.800928,-3.07987,h
-2.834601,0.504333,f
3.172519,0.630585,a
2.561077,-0.112169,a
0.629219,-3.195561,i
0.64594,2.483512,c
-0.643149,-2.450813,h
-1.879143,-1.441356,g
-2.018286,-1.206063,g
3.02149,0.140934,a
2.664286,0.330403,a
-2.519828,1.313176,e
1.490951,1.238722,b
0.065801,-3.042722,h
1.695455,0.954632,b
-1.920937,-2.250702,g
-0.625831,-2.481268,h
2.041186,-1.389129,j
1.99168,0.206775,a
2.729082,-0.222483,a
2.359041,0.576844,a
1.126422,-2.197712,i
-1.908797,0.080521,f
0.682712,2.512149,c
-0.385847,-1.884696,h
-1.079207,3.005292,d
-2.10351,0.281095,f
0.340812,-2.355237,i
-1.177165,-2.460738,h
2.506208,1.142721,b
0.511962,-2.284179,i
-0.420059,2.103884,d
-2.574152,0.031213,f
0.58837,-2.01085,i
2.512575,1.521409,b
-2.476426,0.082001,f
-1.884749,-1.327124,g
0.874262,-2.217036,i
-1.310537,-2.830986,h
-2.115663,-1.398141,g
0.694983,2.761451,c
-2.505193,1.746515,e
-2.399669,-0.578891,f
-1.114352,2.029671,d
2.335004,-1.030748,j
1.047076,2.284037,c
-1.168247,-2.210746,h
2.807449,-0.109246,a
-1.226112,2.308313,d
-1.743567,-2.087921,g
-1.741585,-2.271504,g
1.294517,-2.306457,i
-0.364154,2.092254,d
-1.407887,2.482957,d
-2.492261,1.385057,e
-1.23521,1.675708,d
-0.609705,-1.961734,h
-1.65972,-1.107347,g
1.297113,-1.993921,i
-2.155221,0.727991,f
1.945953,1.799167,b
1.615689,-2.706465,i
1.88907,-1.346653,j
-2.449868,-1.175627,g
-1.507885,1.820684,e
2.020318,-1.283574,j
-2.863047,-0.486368,f
-1.952513,-0.242725,f
-2.095901,1.079412,e
0.609589,-2.11401,i
1.390129,-1.208551,i
-1.890085,-0.092992,f
1.515766,-2.036762,j
2.381605,-1.957014,j
1.773895,1.298411,b
-0.74203,-2.451218,h
2.162814,1.843192,b
-0.803103,1.927739,d
-2.396982,-0.206924,f
-2.415989,-1.21459,g
2.912764,-0.176592,a
-0.081359,2.311157,c
-0.798898,3.196878,d
-2.265414,-1.454799,g
2.348187,0.270117,a
-1.866065,0.910576,e
0.702188,2.053028,c
-1.165667,-1.614763,g
-1.131466,-1.919684,h
2.422766,-1.608453,j
2.601393,0.076044,a
1.301557,-2.597765,i
1.399578,1.454625,b
0.684649,-2.461002,i
2.009201,-2.232705,j
-0.305438,2.363189,d
-1.89551,0.176414,f
2.123757,1.446359,b
-2.080813,-1.384355,g
-0.186278,2.819945,c
-0.737241,2.901506,d
1.639887,-1.981124,j
2.67225,-1.366781,j
-3.09764,0.246931,f
2.541425,0.993732,b
2.482243,1.614092,b
-0.776565,-1.974438,h
2.131969,2.132343,b
0.666441,2.182407,c
-1.862345,1.000166,e
2.124408,1.530982,b
2.09961,0.281673,a
1.510779,0.93869,b
2.032637,2.043057,b
1.50462,-1.798048,j
-1.761822,-1.457603,g
1.114102,2.503667,c
2.022681,-1.022722,j
0.494979,2.268385,c
2.32594,1.089248,b
1.662509,-1.298495,j
-0.811411,-2.447908,h
2.382471,0.041401,a
-0.948998,2.604054,d
-2.748793,0.515137,f
0.796858,-2.402708,i
1.49964,2.625427,c
-1.427597,2.687046,d
-0.968147,1.881581,d
2.601582,0.077018,a
-0.81457,-2.75752,h
2.342777,1.208145,b
3.203928,0.452808,a
-1.231472,-2.616152,h
-1.226698,-2.528776,h
1.247162,1.898126,b
-1.498034,-1.380171,g
-3.292866,-0.32147,f
-0.738889,1.981823,d
1.812286,-1.130386,j
2.349847,0.337774,a
0.978671,-2.176806,i
-0.66106,2.450807,d
-2.512616,1.920587,e
0.035833,-2.618035,i
0.423072,-2.074816,i
1.239112,-1.49585,j
-1.311185,1.785879,d
-1.490264,1.690833,e
1.555586,-3.111813,i
-1.662153,-1.882366,g
2.134299,2.110134,b
-0.692095,2.297873,d
2.965795,1.5456,b
2.698019,-0.230595,a
-0.202919,-2.469704,h
2.871243,-0.345647,a
-1.001109,1.883902,d
-2.168307,-0.79107,f
2.451635,1.372786,b
3.02557,1.265986,b
-1.358068,-2.671444,h
-2.572329,1.619241,e
2.362424,-1.294974,j
-1.96927,-1.307486,g
-2.295215,0.132078,f
-2.085896,1.356179,e
-0.941687,-2.551864,h
-1.670586,-1.602003,g
-2.203391,1.377322,e
-1.784834,1.298002,e
-0.816064,-1.888204,h
